source,target,news_id
fake_news_044_t00030,fake_news_044_t00035,fake_news_044
fake_news_044_t00030,fake_news_044_t00011,fake_news_044
fake_news_044_t00006,fake_news_044_t00005,fake_news_044
fake_news_044_t00006,fake_news_044_t00055,fake_news_044
fake_news_044_t00006,fake_news_044_t00002,fake_news_044
fake_news_044_t00012,fake_news_044_t00060,fake_news_044
fake_news_044_t00012,fake_news_044_t00044,fake_news_044
fake_news_044_t00038,fake_news_044_t00056,fake_news_044
fake_news_044_t00038,fake_news_044_t00017,fake_news_044
fake_news_044_t00049,fake_news_044_t00031,fake_news_044
fake_news_044_t00049,fake_news_044_t00047,fake_news_044
fake_news_044_t00049,fake_news_044_t00023,fake_news_044
fake_news_044_t00050,fake_news_044_t00061,fake_news_044
fake_news_044_t00029,fake_news_044_t00003,fake_news_044
fake_news_044_t00029,fake_news_044_t00018,fake_news_044
fake_news_044_t00033,fake_news_044_t00058,fake_news_044
fake_news_044_t00025,fake_news_044_t00061,fake_news_044
fake_news_044_t00023,fake_news_044_t00025,fake_news_044
fake_news_044_t00012,fake_news_044_t00054,fake_news_044
fake_news_044_t00060,fake_news_044_t00016,fake_news_044
fake_news_044_t00017,fake_news_044_t00032,fake_news_044
fake_news_044_t00029,fake_news_044_t00035,fake_news_044
fake_news_044_t00050,fake_news_044_t00031,fake_news_044
fake_news_044_t00023,fake_news_044_t00036,fake_news_044
fake_news_045_t00000,fake_news_045_t00438,fake_news_045
fake_news_045_t00000,fake_news_045_t00223,fake_news_045
fake_news_045_t00000,fake_news_045_t00225,fake_news_045
fake_news_045_t00000,fake_news_045_t00105,fake_news_045
fake_news_045_t00438,fake_news_045_t00445,fake_news_045
fake_news_045_t00438,fake_news_045_t00211,fake_news_045
fake_news_045_t00223,fake_news_045_t00124,fake_news_045
fake_news_045_t00223,fake_news_045_t00131,fake_news_045
fake_news_045_t00223,fake_news_045_t00175,fake_news_045
fake_news_045_t00225,fake_news_045_t00282,fake_news_045
fake_news_045_t00105,fake_news_045_t00392,fake_news_045
fake_news_045_t00105,fake_news_045_t00177,fake_news_045
fake_news_045_t00445,fake_news_045_t00451,fake_news_045
fake_news_045_t00445,fake_news_045_t00258,fake_news_045
fake_news_045_t00211,fake_news_045_t00272,fake_news_045
fake_news_045_t00124,fake_news_045_t00002,fake_news_045
fake_news_045_t00124,fake_news_045_t00051,fake_news_045
fake_news_045_t00124,fake_news_045_t00166,fake_news_045
fake_news_045_t00124,fake_news_045_t00227,fake_news_045
fake_news_045_t00131,fake_news_045_t00334,fake_news_045
fake_news_045_t00131,fake_news_045_t00341,fake_news_045
fake_news_045_t00175,fake_news_045_t00145,fake_news_045
fake_news_045_t00282,fake_news_045_t00346,fake_news_045
fake_news_045_t00282,fake_news_045_t00321,fake_news_045
fake_news_045_t00392,fake_news_045_t00098,fake_news_045
fake_news_045_t00177,fake_news_045_t00084,fake_news_045
fake_news_045_t00451,fake_news_045_t00426,fake_news_045
fake_news_045_t00258,fake_news_045_t00281,fake_news_045
fake_news_045_t00272,fake_news_045_t00372,fake_news_045
fake_news_045_t00002,fake_news_045_t00378,fake_news_045
fake_news_045_t00002,fake_news_045_t00303,fake_news_045
fake_news_045_t00051,fake_news_045_t00088,fake_news_045
fake_news_045_t00166,fake_news_045_t00028,fake_news_045
fake_news_045_t00166,fake_news_045_t00119,fake_news_045
fake_news_045_t00227,fake_news_045_t00370,fake_news_045
fake_news_045_t00334,fake_news_045_t00003,fake_news_045
fake_news_045_t00341,fake_news_045_t00060,fake_news_045
fake_news_045_t00341,fake_news_045_t00387,fake_news_045
fake_news_045_t00145,fake_news_045_t00100,fake_news_045
fake_news_045_t00145,fake_news_045_t00300,fake_news_045
fake_news_045_t00346,fake_news_045_t00241,fake_news_045
fake_news_045_t00321,fake_news_045_t00191,fake_news_045
fake_news_045_t00098,fake_news_045_t00310,fake_news_045
fake_news_045_t00098,fake_news_045_t00198,fake_news_045
fake_news_045_t00084,fake_news_045_t00202,fake_news_045
fake_news_045_t00426,fake_news_045_t00049,fake_news_045
fake_news_045_t00281,fake_news_045_t00197,fake_news_045
fake_news_045_t00372,fake_news_045_t00068,fake_news_045
fake_news_045_t00378,fake_news_045_t00440,fake_news_045
fake_news_045_t00303,fake_news_045_t00345,fake_news_045
fake_news_045_t00088,fake_news_045_t00359,fake_news_045
fake_news_045_t00028,fake_news_045_t00182,fake_news_045
fake_news_045_t00028,fake_news_045_t00153,fake_news_045
fake_news_045_t00119,fake_news_045_t00169,fake_news_045
fake_news_045_t00370,fake_news_045_t00316,fake_news_045
fake_news_045_t00003,fake_news_045_t00054,fake_news_045
fake_news_045_t00060,fake_news_045_t00360,fake_news_045
fake_news_045_t00387,fake_news_045_t00358,fake_news_045
fake_news_045_t00100,fake_news_045_t00238,fake_news_045
fake_news_045_t00300,fake_news_045_t00014,fake_news_045
fake_news_045_t00241,fake_news_045_t00129,fake_news_045
fake_news_045_t00191,fake_news_045_t00053,fake_news_045
fake_news_045_t00310,fake_news_045_t00010,fake_news_045
fake_news_045_t00198,fake_news_045_t00024,fake_news_045
fake_news_045_t00202,fake_news_045_t00248,fake_news_045
fake_news_045_t00049,fake_news_045_t00163,fake_news_045
fake_news_045_t00197,fake_news_045_t00324,fake_news_045
fake_news_045_t00068,fake_news_045_t00305,fake_news_045
fake_news_045_t00440,fake_news_045_t00188,fake_news_045
fake_news_045_t00345,fake_news_045_t00270,fake_news_045
fake_news_045_t00359,fake_news_045_t00018,fake_news_045
fake_news_045_t00182,fake_news_045_t00385,fake_news_045
fake_news_045_t00153,fake_news_045_t00089,fake_news_045
fake_news_045_t00169,fake_news_045_t00277,fake_news_045
fake_news_045_t00316,fake_news_045_t00091,fake_news_045
fake_news_045_t00054,fake_news_045_t00147,fake_news_045
fake_news_045_t00360,fake_news_045_t00366,fake_news_045
fake_news_045_t00358,fake_news_045_t00280,fake_news_045
fake_news_045_t00238,fake_news_045_t00222,fake_news_045
fake_news_045_t00014,fake_news_045_t00236,fake_news_045
fake_news_045_t00129,fake_news_045_t00421,fake_news_045
fake_news_045_t00053,fake_news_045_t00096,fake_news_045
fake_news_045_t00010,fake_news_045_t00104,fake_news_045
fake_news_045_t00024,fake_news_045_t00035,fake_news_045
fake_news_045_t00248,fake_news_045_t00013,fake_news_045
fake_news_045_t00024,fake_news_045_t00197,fake_news_045
fake_news_045_t00316,fake_news_045_t00014,fake_news_045
fake_news_045_t00147,fake_news_045_t00324,fake_news_045
fake_news_045_t00054,fake_news_045_t00281,fake_news_045
fake_news_045_t00248,fake_news_045_t00366,fake_news_045
fake_news_045_t00147,fake_news_045_t00119,fake_news_045
fake_news_045_t00372,fake_news_045_t00345,fake_news_045
fake_news_045_t00303,fake_news_045_t00177,fake_news_045
fake_news_045_t00438,fake_news_045_t00131,fake_news_045
fake_news_045_t00366,fake_news_045_t00129,fake_news_045
fake_news_045_t00236,fake_news_045_t00018,fake_news_045
fake_news_045_t00372,fake_news_045_t00014,fake_news_045
fake_news_046_t00000,fake_news_046_t00015,fake_news_046
fake_news_046_t00000,fake_news_046_t00012,fake_news_046
fake_news_046_t00000,fake_news_046_t00043,fake_news_046
fake_news_046_t00000,fake_news_046_t00040,fake_news_046
fake_news_046_t00000,fake_news_046_t00085,fake_news_046
fake_news_046_t00000,fake_news_046_t00053,fake_news_046
fake_news_046_t00015,fake_news_046_t00078,fake_news_046
fake_news_046_t00012,fake_news_046_t00070,fake_news_046
fake_news_046_t00012,fake_news_046_t00035,fake_news_046
fake_news_046_t00043,fake_news_046_t00052,fake_news_046
fake_news_046_t00040,fake_news_046_t00090,fake_news_046
fake_news_046_t00085,fake_news_046_t00062,fake_news_046
fake_news_046_t00085,fake_news_046_t00030,fake_news_046
fake_news_046_t00053,fake_news_046_t00094,fake_news_046
fake_news_046_t00053,fake_news_046_t00077,fake_news_046
fake_news_046_t00053,fake_news_046_t00034,fake_news_046
fake_news_046_t00053,fake_news_046_t00071,fake_news_046
fake_news_046_t00078,fake_news_046_t00058,fake_news_046
fake_news_046_t00078,fake_news_046_t00063,fake_news_046
fake_news_046_t00078,fake_news_046_t00054,fake_news_046
fake_news_046_t00070,fake_news_046_t00013,fake_news_046
fake_news_046_t00035,fake_news_046_t00095,fake_news_046
fake_news_046_t00035,fake_news_046_t00069,fake_news_046
fake_news_046_t00035,fake_news_046_t00073,fake_news_046
fake_news_046_t00035,fake_news_046_t00008,fake_news_046
fake_news_046_t00052,fake_news_046_t00064,fake_news_046
fake_news_046_t00052,fake_news_046_t00088,fake_news_046
fake_news_046_t00090,fake_news_046_t00075,fake_news_046
fake_news_046_t00062,fake_news_046_t00041,fake_news_046
fake_news_046_t00030,fake_news_046_t00080,fake_news_046
fake_news_046_t00030,fake_news_046_t00019,fake_news_046
fake_news_046_t00094,fake_news_046_t00060,fake_news_046
fake_news_046_t00077,fake_news_046_t00061,fake_news_046
fake_news_046_t00034,fake_news_046_t00002,fake_news_046
fake_news_046_t00071,fake_news_046_t00098,fake_news_046
fake_news_046_t00071,fake_news_046_t00031,fake_news_046
fake_news_046_t00058,fake_news_046_t00089,fake_news_046
fake_news_046_t00063,fake_news_046_t00091,fake_news_046
fake_news_046_t00063,fake_news_046_t00076,fake_news_046
fake_news_046_t00063,fake_news_046_t00086,fake_news_046
fake_news_046_t00063,fake_news_046_t00081,fake_news_046
fake_news_046_t00054,fake_news_046_t00097,fake_news_046
fake_news_046_t00054,fake_news_046_t00023,fake_news_046
fake_news_046_t00013,fake_news_046_t00029,fake_news_046
fake_news_046_t00095,fake_news_046_t00084,fake_news_046
fake_news_046_t00095,fake_news_046_t00024,fake_news_046
fake_news_046_t00095,fake_news_046_t00059,fake_news_046
fake_news_046_t00069,fake_news_046_t00093,fake_news_046
fake_news_046_t00069,fake_news_046_t00048,fake_news_046
fake_news_046_t00073,fake_news_046_t00027,fake_news_046
fake_news_046_t00008,fake_news_046_t00003,fake_news_046
fake_news_046_t00008,fake_news_046_t00010,fake_news_046
fake_news_046_t00064,fake_news_046_t00020,fake_news_046
fake_news_046_t00064,fake_news_046_t00028,fake_news_046
fake_news_046_t00088,fake_news_046_t00007,fake_news_046
fake_news_046_t00075,fake_news_046_t00042,fake_news_046
fake_news_046_t00041,fake_news_046_t00038,fake_news_046
fake_news_046_t00041,fake_news_046_t00072,fake_news_046
fake_news_046_t00041,fake_news_046_t00083,fake_news_046
fake_news_046_t00080,fake_news_046_t00001,fake_news_046
fake_news_046_t00019,fake_news_046_t00050,fake_news_046
fake_news_046_t00019,fake_news_046_t00017,fake_news_046
fake_news_046_t00060,fake_news_046_t00045,fake_news_046
fake_news_046_t00061,fake_news_046_t00074,fake_news_046
fake_news_046_t00002,fake_news_046_t00066,fake_news_046
fake_news_046_t00098,fake_news_046_t00032,fake_news_046
fake_news_046_t00098,fake_news_046_t00065,fake_news_046
fake_news_046_t00031,fake_news_046_t00049,fake_news_046
fake_news_046_t00031,fake_news_046_t00036,fake_news_046
fake_news_046_t00089,fake_news_046_t00018,fake_news_046
fake_news_046_t00091,fake_news_046_t00096,fake_news_046
fake_news_046_t00091,fake_news_046_t00022,fake_news_046
fake_news_046_t00076,fake_news_046_t00037,fake_news_046
fake_news_046_t00086,fake_news_046_t00068,fake_news_046
fake_news_046_t00081,fake_news_046_t00055,fake_news_046
fake_news_046_t00097,fake_news_046_t00082,fake_news_046
fake_news_046_t00023,fake_news_046_t00025,fake_news_046
fake_news_046_t00029,fake_news_046_t00005,fake_news_046
fake_news_046_t00084,fake_news_046_t00009,fake_news_046
fake_news_046_t00024,fake_news_046_t00039,fake_news_046
fake_news_046_t00059,fake_news_046_t00014,fake_news_046
fake_news_046_t00093,fake_news_046_t00056,fake_news_046
fake_news_046_t00048,fake_news_046_t00021,fake_news_046
fake_news_046_t00027,fake_news_046_t00011,fake_news_046
fake_news_046_t00003,fake_news_046_t00004,fake_news_046
fake_news_046_t00010,fake_news_046_t00087,fake_news_046
fake_news_046_t00020,fake_news_046_t00006,fake_news_046
fake_news_046_t00020,fake_news_046_t00092,fake_news_046
fake_news_046_t00028,fake_news_046_t00051,fake_news_046
fake_news_046_t00007,fake_news_046_t00044,fake_news_046
fake_news_046_t00042,fake_news_046_t00047,fake_news_046
fake_news_046_t00038,fake_news_046_t00079,fake_news_046
fake_news_046_t00072,fake_news_046_t00057,fake_news_046
fake_news_046_t00083,fake_news_046_t00067,fake_news_046
fake_news_046_t00001,fake_news_046_t00033,fake_news_046
fake_news_046_t00050,fake_news_046_t00016,fake_news_046
fake_news_046_t00017,fake_news_046_t00026,fake_news_046
fake_news_046_t00045,fake_news_046_t00046,fake_news_046
fake_news_046_t00044,fake_news_046_t00055,fake_news_046
fake_news_046_t00000,fake_news_046_t00092,fake_news_046
fake_news_046_t00061,fake_news_046_t00046,fake_news_046
fake_news_046_t00070,fake_news_046_t00034,fake_news_046
fake_news_046_t00086,fake_news_046_t00026,fake_news_046
fake_news_046_t00044,fake_news_046_t00024,fake_news_046
fake_news_046_t00095,fake_news_046_t00066,fake_news_046
fake_news_046_t00005,fake_news_046_t00075,fake_news_046
fake_news_046_t00040,fake_news_046_t00075,fake_news_046
fake_news_046_t00075,fake_news_046_t00086,fake_news_046
fake_news_046_t00055,fake_news_046_t00050,fake_news_046
fake_news_046_t00046,fake_news_046_t00028,fake_news_046
fake_news_046_t00037,fake_news_046_t00079,fake_news_046
fake_news_046_t00081,fake_news_046_t00071,fake_news_046
fake_news_047_t00000,fake_news_047_t00003,fake_news_047
fake_news_047_t00000,fake_news_047_t00002,fake_news_047
fake_news_047_t00000,fake_news_047_t00015,fake_news_047
fake_news_047_t00003,fake_news_047_t00006,fake_news_047
fake_news_047_t00003,fake_news_047_t00012,fake_news_047
fake_news_047_t00003,fake_news_047_t00004,fake_news_047
fake_news_047_t00002,fake_news_047_t00017,fake_news_047
fake_news_047_t00015,fake_news_047_t00022,fake_news_047
fake_news_047_t00015,fake_news_047_t00020,fake_news_047
fake_news_047_t00015,fake_news_047_t00019,fake_news_047
fake_news_047_t00006,fake_news_047_t00025,fake_news_047
fake_news_047_t00006,fake_news_047_t00016,fake_news_047
fake_news_047_t00006,fake_news_047_t00026,fake_news_047
fake_news_047_t00012,fake_news_047_t00005,fake_news_047
fake_news_047_t00012,fake_news_047_t00027,fake_news_047
fake_news_047_t00004,fake_news_047_t00024,fake_news_047
fake_news_047_t00004,fake_news_047_t00009,fake_news_047
fake_news_047_t00004,fake_news_047_t00011,fake_news_047
fake_news_047_t00004,fake_news_047_t00023,fake_news_047
fake_news_047_t00004,fake_news_047_t00018,fake_news_047
fake_news_047_t00017,fake_news_047_t00008,fake_news_047
fake_news_047_t00017,fake_news_047_t00021,fake_news_047
fake_news_047_t00022,fake_news_047_t00014,fake_news_047
fake_news_047_t00022,fake_news_047_t00001,fake_news_047
fake_news_047_t00022,fake_news_047_t00007,fake_news_047
fake_news_047_t00020,fake_news_047_t00013,fake_news_047
fake_news_047_t00019,fake_news_047_t00010,fake_news_047
fake_news_047_t00017,fake_news_047_t00015,fake_news_047
fake_news_047_t00024,fake_news_047_t00026,fake_news_047
fake_news_047_t00027,fake_news_047_t00013,fake_news_047
fake_news_048_t00000,fake_news_048_t00127,fake_news_048
fake_news_048_t00000,fake_news_048_t00028,fake_news_048
fake_news_048_t00000,fake_news_048_t00064,fake_news_048
fake_news_048_t00127,fake_news_048_t00070,fake_news_048
fake_news_048_t00028,fake_news_048_t00154,fake_news_048
fake_news_048_t00028,fake_news_048_t00067,fake_news_048
fake_news_048_t00028,fake_news_048_t00107,fake_news_048
fake_news_048_t00064,fake_news_048_t00065,fake_news_048
fake_news_048_t00064,fake_news_048_t00097,fake_news_048
fake_news_048_t00070,fake_news_048_t00038,fake_news_048
fake_news_048_t00070,fake_news_048_t00051,fake_news_048
fake_news_048_t00070,fake_news_048_t00003,fake_news_048
fake_news_048_t00070,fake_news_048_t00163,fake_news_048
fake_news_048_t00154,fake_news_048_t00112,fake_news_048
fake_news_048_t00154,fake_news_048_t00053,fake_news_048
fake_news_048_t00067,fake_news_048_t00066,fake_news_048
fake_news_048_t00067,fake_news_048_t00119,fake_news_048
fake_news_048_t00107,fake_news_048_t00044,fake_news_048
fake_news_048_t00107,fake_news_048_t00226,fake_news_048
fake_news_048_t00065,fake_news_048_t00086,fake_news_048
fake_news_048_t00065,fake_news_048_t00056,fake_news_048
fake_news_048_t00065,fake_news_048_t00180,fake_news_048
fake_news_048_t00065,fake_news_048_t00018,fake_news_048
fake_news_048_t00097,fake_news_048_t00118,fake_news_048
fake_news_048_t00097,fake_news_048_t00106,fake_news_048
fake_news_048_t00038,fake_news_048_t00185,fake_news_048
fake_news_048_t00038,fake_news_048_t00123,fake_news_048
fake_news_048_t00038,fake_news_048_t00121,fake_news_048
fake_news_048_t00051,fake_news_048_t00233,fake_news_048
fake_news_048_t00051,fake_news_048_t00011,fake_news_048
fake_news_048_t00003,fake_news_048_t00192,fake_news_048
fake_news_048_t00163,fake_news_048_t00046,fake_news_048
fake_news_048_t00112,fake_news_048_t00079,fake_news_048
fake_news_048_t00053,fake_news_048_t00202,fake_news_048
fake_news_048_t00066,fake_news_048_t00134,fake_news_048
fake_news_048_t00066,fake_news_048_t00029,fake_news_048
fake_news_048_t00119,fake_news_048_t00229,fake_news_048
fake_news_048_t00119,fake_news_048_t00215,fake_news_048
fake_news_048_t00044,fake_news_048_t00004,fake_news_048
fake_news_048_t00044,fake_news_048_t00009,fake_news_048
fake_news_048_t00226,fake_news_048_t00110,fake_news_048
fake_news_048_t00086,fake_news_048_t00128,fake_news_048
fake_news_048_t00086,fake_news_048_t00141,fake_news_048
fake_news_048_t00086,fake_news_048_t00160,fake_news_048
fake_news_048_t00056,fake_news_048_t00203,fake_news_048
fake_news_048_t00180,fake_news_048_t00022,fake_news_048
fake_news_048_t00180,fake_news_048_t00052,fake_news_048
fake_news_048_t00018,fake_news_048_t00153,fake_news_048
fake_news_048_t00118,fake_news_048_t00012,fake_news_048
fake_news_048_t00118,fake_news_048_t00073,fake_news_048
fake_news_048_t00106,fake_news_048_t00048,fake_news_048
fake_news_048_t00106,fake_news_048_t00062,fake_news_048
fake_news_048_t00185,fake_news_048_t00092,fake_news_048
fake_news_048_t00123,fake_news_048_t00198,fake_news_048
fake_news_048_t00121,fake_news_048_t00245,fake_news_048
fake_news_048_t00233,fake_news_048_t00023,fake_news_048
fake_news_048_t00011,fake_news_048_t00077,fake_news_048
fake_news_048_t00192,fake_news_048_t00171,fake_news_048
fake_news_048_t00046,fake_news_048_t00146,fake_news_048
fake_news_048_t00046,fake_news_048_t00040,fake_news_048
fake_news_048_t00079,fake_news_048_t00158,fake_news_048
fake_news_048_t00202,fake_news_048_t00120,fake_news_048
fake_news_048_t00134,fake_news_048_t00224,fake_news_048
fake_news_048_t00029,fake_news_048_t00235,fake_news_048
fake_news_048_t00229,fake_news_048_t00005,fake_news_048
fake_news_048_t00215,fake_news_048_t00231,fake_news_048
fake_news_048_t00215,fake_news_048_t00238,fake_news_048
fake_news_048_t00004,fake_news_048_t00037,fake_news_048
fake_news_048_t00009,fake_news_048_t00033,fake_news_048
fake_news_048_t00110,fake_news_048_t00157,fake_news_048
fake_news_048_t00128,fake_news_048_t00164,fake_news_048
fake_news_048_t00141,fake_news_048_t00222,fake_news_048
fake_news_048_t00141,fake_news_048_t00132,fake_news_048
fake_news_048_t00141,fake_news_048_t00129,fake_news_048
fake_news_048_t00160,fake_news_048_t00145,fake_news_048
fake_news_048_t00203,fake_news_048_t00240,fake_news_048
fake_news_048_t00022,fake_news_048_t00162,fake_news_048
fake_news_048_t00052,fake_news_048_t00228,fake_news_048
fake_news_048_t00153,fake_news_048_t00156,fake_news_048
fake_news_048_t00153,fake_news_048_t00170,fake_news_048
fake_news_048_t00012,fake_news_048_t00061,fake_news_048
fake_news_048_t00073,fake_news_048_t00116,fake_news_048
fake_news_048_t00048,fake_news_048_t00087,fake_news_048
fake_news_048_t00062,fake_news_048_t00172,fake_news_048
fake_news_048_t00062,fake_news_048_t00103,fake_news_048
fake_news_048_t00092,fake_news_048_t00085,fake_news_048
fake_news_048_t00198,fake_news_048_t00176,fake_news_048
fake_news_048_t00245,fake_news_048_t00027,fake_news_048
fake_news_048_t00023,fake_news_048_t00078,fake_news_048
fake_news_048_t00077,fake_news_048_t00068,fake_news_048
fake_news_048_t00171,fake_news_048_t00055,fake_news_048
fake_news_048_t00146,fake_news_048_t00140,fake_news_048
fake_news_048_t00040,fake_news_048_t00161,fake_news_048
fake_news_048_t00158,fake_news_048_t00104,fake_news_048
fake_news_048_t00120,fake_news_048_t00035,fake_news_048
fake_news_048_t00224,fake_news_048_t00236,fake_news_048
fake_news_048_t00235,fake_news_048_t00131,fake_news_048
fake_news_048_t00005,fake_news_048_t00151,fake_news_048
fake_news_048_t00231,fake_news_048_t00181,fake_news_048
fake_news_048_t00238,fake_news_048_t00242,fake_news_048
fake_news_048_t00037,fake_news_048_t00175,fake_news_048
fake_news_048_t00033,fake_news_048_t00178,fake_news_048
fake_news_048_t00157,fake_news_048_t00239,fake_news_048
fake_news_048_t00164,fake_news_048_t00243,fake_news_048
fake_news_048_t00222,fake_news_048_t00015,fake_news_048
fake_news_048_t00132,fake_news_048_t00225,fake_news_048
fake_news_048_t00129,fake_news_048_t00210,fake_news_048
fake_news_048_t00145,fake_news_048_t00219,fake_news_048
fake_news_048_t00240,fake_news_048_t00058,fake_news_048
fake_news_048_t00162,fake_news_048_t00217,fake_news_048
fake_news_048_t00228,fake_news_048_t00207,fake_news_048
fake_news_048_t00156,fake_news_048_t00168,fake_news_048
fake_news_048_t00170,fake_news_048_t00230,fake_news_048
fake_news_048_t00061,fake_news_048_t00041,fake_news_048
fake_news_048_t00116,fake_news_048_t00057,fake_news_048
fake_news_048_t00087,fake_news_048_t00001,fake_news_048
fake_news_048_t00172,fake_news_048_t00117,fake_news_048
fake_news_048_t00103,fake_news_048_t00135,fake_news_048
fake_news_048_t00103,fake_news_048_t00233,fake_news_048
fake_news_048_t00028,fake_news_048_t00236,fake_news_048
fake_news_048_t00027,fake_news_048_t00079,fake_news_048
fake_news_048_t00040,fake_news_048_t00035,fake_news_048
fake_news_048_t00226,fake_news_048_t00068,fake_news_048
fake_news_048_t00058,fake_news_048_t00085,fake_news_048
fake_news_048_t00110,fake_news_048_t00104,fake_news_048
fake_news_048_t00055,fake_news_048_t00057,fake_news_048
fake_news_048_t00178,fake_news_048_t00027,fake_news_048
fake_news_048_t00164,fake_news_048_t00175,fake_news_048
fake_news_048_t00145,fake_news_048_t00158,fake_news_048
fake_news_048_t00116,fake_news_048_t00023,fake_news_048
fake_news_048_t00097,fake_news_048_t00192,fake_news_048
fake_news_048_t00178,fake_news_048_t00160,fake_news_048
fake_news_048_t00000,fake_news_048_t00175,fake_news_048
fake_news_048_t00134,fake_news_048_t00011,fake_news_048
fake_news_048_t00154,fake_news_048_t00146,fake_news_048
fake_news_049_t00000,fake_news_049_t00047,fake_news_049
fake_news_049_t00000,fake_news_049_t00084,fake_news_049
fake_news_049_t00047,fake_news_049_t00033,fake_news_049
fake_news_049_t00047,fake_news_049_t00014,fake_news_049
fake_news_049_t00047,fake_news_049_t00091,fake_news_049
fake_news_049_t00084,fake_news_049_t00001,fake_news_049
fake_news_049_t00033,fake_news_049_t00059,fake_news_049
fake_news_049_t00033,fake_news_049_t00012,fake_news_049
fake_news_049_t00014,fake_news_049_t00099,fake_news_049
fake_news_049_t00091,fake_news_049_t00013,fake_news_049
fake_news_049_t00091,fake_news_049_t00008,fake_news_049
fake_news_049_t00091,fake_news_049_t00032,fake_news_049
fake_news_049_t00001,fake_news_049_t00016,fake_news_049
fake_news_049_t00059,fake_news_049_t00031,fake_news_049
fake_news_049_t00059,fake_news_049_t00071,fake_news_049
fake_news_049_t00059,fake_news_049_t00120,fake_news_049
fake_news_049_t00012,fake_news_049_t00053,fake_news_049
fake_news_049_t00012,fake_news_049_t00063,fake_news_049
fake_news_049_t00099,fake_news_049_t00043,fake_news_049
fake_news_049_t00099,fake_news_049_t00121,fake_news_049
fake_news_049_t00099,fake_news_049_t00113,fake_news_049
fake_news_049_t00013,fake_news_049_t00040,fake_news_049
fake_news_049_t00013,fake_news_049_t00077,fake_news_049
fake_news_049_t00008,fake_news_049_t00009,fake_news_049
fake_news_049_t00008,fake_news_049_t00022,fake_news_049
fake_news_049_t00032,fake_news_049_t00037,fake_news_049
fake_news_049_t00016,fake_news_049_t00109,fake_news_049
fake_news_049_t00031,fake_news_049_t00094,fake_news_049
fake_news_049_t00071,fake_news_049_t00128,fake_news_049
fake_news_049_t00120,fake_news_049_t00057,fake_news_049
fake_news_049_t00053,fake_news_049_t00058,fake_news_049
fake_news_049_t00053,fake_news_049_t00118,fake_news_049
fake_news_049_t00063,fake_news_049_t00019,fake_news_049
fake_news_049_t00043,fake_news_049_t00068,fake_news_049
fake_news_049_t00121,fake_news_049_t00035,fake_news_049
fake_news_049_t00113,fake_news_049_t00023,fake_news_049
fake_news_049_t00040,fake_news_049_t00064,fake_news_049
fake_news_049_t00077,fake_news_049_t00098,fake_news_049
fake_news_049_t00009,fake_news_049_t00046,fake_news_049
fake_news_049_t00022,fake_news_049_t00079,fake_news_049
fake_news_049_t00022,fake_news_049_t00100,fake_news_049
fake_news_049_t00037,fake_news_049_t00085,fake_news_049
fake_news_049_t00037,fake_news_049_t00034,fake_news_049
fake_news_049_t00109,fake_news_049_t00042,fake_news_049
fake_news_049_t00094,fake_news_049_t00123,fake_news_049
fake_news_049_t00128,fake_news_049_t00056,fake_news_049
fake_news_049_t00057,fake_news_049_t00124,fake_news_049
fake_news_049_t00058,fake_news_049_t00096,fake_news_049
fake_news_049_t00118,fake_news_049_t00028,fake_news_049
fake_news_049_t00019,fake_news_049_t00087,fake_news_049
fake_news_049_t00068,fake_news_049_t00002,fake_news_049
fake_news_049_t00035,fake_news_049_t00025,fake_news_049
fake_news_049_t00023,fake_news_049_t00044,fake_news_049
fake_news_049_t00064,fake_news_049_t00107,fake_news_049
fake_news_049_t00098,fake_news_049_t00018,fake_news_049
fake_news_049_t00046,fake_news_049_t00117,fake_news_049
fake_news_049_t00079,fake_news_049_t00088,fake_news_049
fake_news_049_t00100,fake_news_049_t00021,fake_news_049
fake_news_049_t00085,fake_news_049_t00015,fake_news_049
fake_news_049_t00034,fake_news_049_t00089,fake_news_049
fake_news_049_t00042,fake_news_049_t00108,fake_news_049
fake_news_049_t00016,fake_news_049_t00121,fake_news_049
fake_news_049_t00109,fake_news_049_t00053,fake_news_049
fake_news_049_t00002,fake_news_049_t00023,fake_news_049
fake_news_049_t00033,fake_news_049_t00047,fake_news_049
fake_news_049_t00088,fake_news_049_t00031,fake_news_049
fake_news_049_t00043,fake_news_049_t00124,fake_news_049
fake_news_049_t00008,fake_news_049_t00079,fake_news_049
fake_news_049_t00035,fake_news_049_t00009,fake_news_049
fake_news_049_t00077,fake_news_049_t00091,fake_news_049
fake_news_050_t00000,fake_news_050_t00025,fake_news_050
fake_news_050_t00000,fake_news_050_t00018,fake_news_050
fake_news_050_t00000,fake_news_050_t00004,fake_news_050
fake_news_050_t00000,fake_news_050_t00015,fake_news_050
fake_news_050_t00000,fake_news_050_t00027,fake_news_050
fake_news_050_t00000,fake_news_050_t00008,fake_news_050
fake_news_050_t00000,fake_news_050_t00017,fake_news_050
fake_news_050_t00025,fake_news_050_t00023,fake_news_050
fake_news_050_t00018,fake_news_050_t00019,fake_news_050
fake_news_050_t00018,fake_news_050_t00024,fake_news_050
fake_news_050_t00004,fake_news_050_t00001,fake_news_050
fake_news_050_t00015,fake_news_050_t00026,fake_news_050
fake_news_050_t00027,fake_news_050_t00002,fake_news_050
fake_news_050_t00027,fake_news_050_t00028,fake_news_050
